SEASON,RK,NAME,TEAM,SALARY
2005-2006,88,"Joe Smith, PF",Milwaukee Bucks,6353200
2005-2006,126,"Dan Gadzuric, C",Milwaukee Bucks,4750000
2005-2006,138,"Andrew Bogut, C",Milwaukee Bucks,4340520
2005-2006,219,"T.J. Ford, PG",Milwaukee Bucks,2303040
2005-2006,223,"Jiri Welsch, GF",Milwaukee Bucks,2177114
2005-2006,231,"Toni Kukoc, SF",Milwaukee Bucks,2e+06
2005-2006,245,"Mo Williams, PG",Milwaukee Bucks,1760000
2005-2006,263,"Reece Gaines, PG",Milwaukee Bucks,1556160
2005-2006,358,"Jermaine Jackson, PG",Milwaukee Bucks,696508
2006-2007,20,"Michael Redd, SG",Milwaukee Bucks,13260000
2006-2007,51,"Bobby Simmons, SF",Milwaukee Bucks,8640000
2006-2007,86,"Ruben Patterson, PF",Milwaukee Bucks,6807000
2006-2007,113,"Brian Skinner, PF",Milwaukee Bucks,5400000
2006-2007,117,"Dan Gadzuric, C",Milwaukee Bucks,5252065
2006-2007,127,"Andrew Bogut, C",Milwaukee Bucks,4665960
2006-2007,191,"Earl Boykins, PG",Milwaukee Bucks,2950000
2006-2007,212,"Charlie Villanueva, PF",Milwaukee Bucks,2537880
2006-2007,246,"Mo Williams, PG",Milwaukee Bucks,1920000
2006-2007,295,"Steve Blake, PG",Milwaukee Bucks,1330000
2006-2007,300,"Julius Hodge, SG",Milwaukee Bucks,1234800
2006-2007,386,"Chris McCray, SG",Milwaukee Bucks,412718
2006-2007,401,"Jared Reiner, C",Milwaukee Bucks,302200
2007-2008,19,"Michael Redd, SG",Milwaukee Bucks,14520000
2007-2008,55,"Bobby Simmons, SF",Milwaukee Bucks,9280000
2007-2008,81,"Mo Williams, PG",Milwaukee Bucks,7750000
2007-2008,112,"Dan Gadzuric, C",Milwaukee Bucks,5751130
2007-2008,128,"Desmond Mason, SF",Milwaukee Bucks,5e+06
2007-2008,131,"Andrew Bogut, C",Milwaukee Bucks,4991520
2007-2008,189,"Charlie Bell, SG",Milwaukee Bucks,3106000
2007-2008,195,"Jake Voskuhl, C",Milwaukee Bucks,3e+06
2007-2008,206,"Yi Jianlian, PF",Milwaukee Bucks,2777760
2007-2008,209,"Charlie Villanueva, PF",Milwaukee Bucks,2715000
2007-2008,356,"Royal Ivey, PG",Milwaukee Bucks,770610
2007-2008,382,"Ramon Sessions, PG",Milwaukee Bucks,427163
2008-2009,15,"Michael Redd, SG",Milwaukee Bucks,15780000
2008-2009,35,"Richard Jefferson, SF",Milwaukee Bucks,13200000
2008-2009,105,"Luke Ridnour, PG",Milwaukee Bucks,6500000
2008-2009,112,"Andrew Bogut, C",Milwaukee Bucks,6294195
2008-2009,113,"Dan Gadzuric, C",Milwaukee Bucks,6250195
2008-2009,160,"Damon Jones, PG",Milwaukee Bucks,4460186
2008-2009,195,"Charlie Villanueva, PF",Milwaukee Bucks,3448050
2008-2009,198,"Charlie Bell, SG",Milwaukee Bucks,3354480
2008-2009,238,"Joe Alexander, SF",Milwaukee Bucks,2403120
2008-2009,281,"Francisco Elson, C",Milwaukee Bucks,1700000
2008-2009,308,"Malik Allen, PF",Milwaukee Bucks,1300000
2008-2009,368,"Luc Richard Mbah a Moute, PF",Milwaukee Bucks,757000
2008-2009,369,"Ramon Sessions, PG",Milwaukee Bucks,722517
2008-2009,412,"Eddie Gill, PG",Milwaukee Bucks,46917
2009-2010,10,"Michael Redd, SG",Milwaukee Bucks,17040000
2009-2010,61,"Andrew Bogut, C",Milwaukee Bucks,1e+07
2009-2010,98,"Dan Gadzuric, C",Milwaukee Bucks,6749260
2009-2010,106,"Luke Ridnour, PG",Milwaukee Bucks,6500000
2009-2010,111,"John Salmons, SF",Milwaukee Bucks,6429151
2009-2010,178,"Kurt Thomas, PF",Milwaukee Bucks,3800000
2009-2010,188,"Charlie Bell, SG",Milwaukee Bucks,3602960
2009-2010,193,"Carlos Delfino, SG",Milwaukee Bucks,3500000
2009-2010,209,"Hakim Warrick, PF",Milwaukee Bucks,3e+06
2009-2010,233,"Shawne Williams, SF",Milwaukee Bucks,2416067
2009-2010,243,"Brandon Jennings, PG",Milwaukee Bucks,2168520
2009-2010,248,"Ersan Ilyasova, PF",Milwaukee Bucks,2100000
2009-2010,301,"Roko-Leni Ukic, PG",Milwaukee Bucks,1350000
2009-2010,373,"Luc Richard Mbah a Moute, PF",Milwaukee Bucks,736420
2009-2010,399,"Jerry Stackhouse, SF",Milwaukee Bucks,422460
2010-2011,5,"Michael Redd, SG",Milwaukee Bucks,18300000
2010-2011,51,"Andrew Bogut, C",Milwaukee Bucks,1.1e+07
2010-2011,65,"Corey Maggette, SF",Milwaukee Bucks,9600000
2010-2011,80,"John Salmons, SF",Milwaukee Bucks,8e+06
2010-2011,120,"Drew Gooden, PF",Milwaukee Bucks,5765000
2010-2011,234,"Brandon Jennings, PG",Milwaukee Bucks,2331120
2010-2011,235,"Ersan Ilyasova, PF",Milwaukee Bucks,2320500
2010-2011,251,"Keyon Dooling, PG",Milwaukee Bucks,2080000
2010-2011,274,"Larry Sanders, C",Milwaukee Bucks,1731960
2010-2011,303,"Roko-Leni Ukic, PG",Milwaukee Bucks,1350000
2010-2011,337,"Jon Brockman, PF",Milwaukee Bucks,1e+06
2010-2011,394,"Brian Skinner, PF",Milwaukee Bucks,668434
2010-2011,417,"Marcus Landry, SF",Milwaukee Bucks,457588
2011-2012,40,"Andrew Bogut, C",Milwaukee Bucks,1.2e+07
2011-2012,49,"Monta Ellis, SG",Milwaukee Bucks,1.1e+07
2011-2012,93,"Beno Udrih, PG",Milwaukee Bucks,6925400
2011-2012,111,"Drew Gooden, PF",Milwaukee Bucks,6226200
2011-2012,137,"Luc Richard Mbah a Moute, PF",Milwaukee Bucks,5e+06
2011-2012,181,"Mike Dunleavy, SG",Milwaukee Bucks,3750000
2011-2012,188,"Carlos Delfino, SG",Milwaukee Bucks,3500000
2011-2012,190,"Shaun Livingston, PG",Milwaukee Bucks,3500000
2011-2012,200,"Ekpe Udoh, PF",Milwaukee Bucks,3294960
2011-2012,239,"Ersan Ilyasova, PF",Milwaukee Bucks,2541000
2011-2012,242,"Brandon Jennings, PG",Milwaukee Bucks,2493720
2011-2012,284,"Larry Sanders, C",Milwaukee Bucks,1861920
2011-2012,311,"Tobias Harris, SF",Milwaukee Bucks,1418160
2011-2012,320,"Roko-Leni Ukic, PG",Milwaukee Bucks,1350000
2011-2012,342,"Stephen Graham, SF",Milwaukee Bucks,1106941
2011-2012,360,"Jon Brockman, PF",Milwaukee Bucks,1e+06
2011-2012,456,"Marcus Landry, SF",Milwaukee Bucks,457588
2012-2013,46,"Monta Ellis, SG",Milwaukee Bucks,1.1e+07
2012-2013,82,"Ersan Ilyasova, PF",Milwaukee Bucks,7900000
2012-2013,97,"Samuel Dalembert, C",Milwaukee Bucks,6698565
2012-2013,98,"Drew Gooden, PF",Milwaukee Bucks,6687400
2012-2013,144,"Luc Richard Mbah a Moute, PF",Milwaukee Bucks,4794192
2012-2013,183,"Ekpe Udoh, PF",Milwaukee Bucks,3524880
2012-2013,202,"Mike Dunleavy, SG",Milwaukee Bucks,3183000
2012-2013,203,"Brandon Jennings, PG",Milwaukee Bucks,3179493
2012-2013,205,"Shawne Williams, SF",Milwaukee Bucks,3135000
2012-2013,278,"Larry Sanders, C",Milwaukee Bucks,1991760
2012-2013,285,"John Henson, PF",Milwaukee Bucks,1823280
2012-2013,326,"Roko-Leni Ukic, PG",Milwaukee Bucks,1350000
2012-2013,350,"Stephen Graham, SF",Milwaukee Bucks,1106941
2012-2013,480,"Marcus Landry, SF",Milwaukee Bucks,457588
2013-2014,73,"O.J. Mayo, SG",Milwaukee Bucks,8e+06
2013-2014,75,"Ersan Ilyasova, PF",Milwaukee Bucks,7900000
2013-2014,114,"Zaza Pachulia, C",Milwaukee Bucks,5200000
2013-2014,133,"Ekpe Udoh, PF",Milwaukee Bucks,4469548
2013-2014,187,"Larry Sanders, C",Milwaukee Bucks,3053368
2013-2014,195,"Brandon Knight, PG",Milwaukee Bucks,2793960
2013-2014,235,"John Henson, PF",Milwaukee Bucks,1905360
2013-2014,241,"Giannis Antetokounmpo, SF",Milwaukee Bucks,1792560
2013-2014,257,"Miroslav Raduljica, C",Milwaukee Bucks,1500000
2013-2014,347,"Nate Wolters, PG",Milwaukee Bucks,5e+05
2013-2014,387,"Chris Wright, SF",Milwaukee Bucks,9281
2014-2015,48,"Larry Sanders, C",Milwaukee Bucks,1.1e+07
2014-2015,76,"Ersan Ilyasova, PF",Milwaukee Bucks,7900000
2014-2015,126,"Zaza Pachulia, C",Milwaukee Bucks,5200000
2014-2015,133,"Jabari Parker, PF",Milwaukee Bucks,4930560
2014-2015,149,"Jared Dudley, SF",Milwaukee Bucks,4250000
2014-2015,258,"John Henson, PF",Milwaukee Bucks,1987320
2014-2015,262,"Giannis Antetokounmpo, SF",Milwaukee Bucks,1873200
2014-2015,302,"Josh Powell, PF",Milwaukee Bucks,1310286
2014-2015,364,"Damien Inglis, SF",Milwaukee Bucks,820000
2014-2015,385,"Johnny O'Bryant III, PF",Milwaukee Bucks,6e+05
2014-2015,396,"Kenyon Martin, PF",Milwaukee Bucks,414551
2015-2016,31,"Khris Middleton, SG",Milwaukee Bucks,14700000
2015-2016,87,"O.J. Mayo, SG",Milwaukee Bucks,8e+06
2015-2016,106,"Greivis Vasquez, PG",Milwaukee Bucks,6600000
2015-2016,136,"Jabari Parker, PF",Milwaukee Bucks,5152440
2015-2016,203,"Jerryd Bayless, PG",Milwaukee Bucks,3e+06
2015-2016,206,"John Henson, PF",Milwaukee Bucks,2943221
2015-2016,236,"Michael Carter-Williams, PG",Milwaukee Bucks,2399040
2015-2016,255,"Miles Plumlee, C",Milwaukee Bucks,2109294
2015-2016,266,"Giannis Antetokounmpo, SF",Milwaukee Bucks,1953960
2015-2016,274,"Rashad Vaughn, SG",Milwaukee Bucks,1733040
2015-2016,278,"Tyler Ennis, PG",Milwaukee Bucks,1662360
2015-2016,324,"Chris Copeland, F",Milwaukee Bucks,1150000
2015-2016,368,"Damien Inglis, SF",Milwaukee Bucks,855000
1999-2000,2,"Kevin Garnett, PF",Minnesota Timberwolves,16806000
1999-2000,21,"Terrell Brandon, PG",Minnesota Timberwolves,7400000
1999-2000,85,"Dean Garrett, C",Minnesota Timberwolves,2520000
1999-2000,88,"Anthony Peeler, SG",Minnesota Timberwolves,2495000
1999-2000,99,"Wally Szczerbiak, SG",Minnesota Timberwolves,2011000
1999-2000,123,"Will Avery, G",Minnesota Timberwolves,1196000
1999-2000,127,"Rasho Nesterovic, C",Minnesota Timberwolves,1050000
2000-2001,1,"Kevin Garnett, PF",Minnesota Timberwolves,19600000
2000-2001,42,"Terrell Brandon, PG",Minnesota Timberwolves,8325000
2000-2001,147,"Dean Garrett, C",Minnesota Timberwolves,2880000
2000-2001,154,"Anthony Peeler, SG",Minnesota Timberwolves,2737000
2000-2001,185,"Wally Szczerbiak, SG",Minnesota Timberwolves,2162000
2000-2001,191,"Sam Mitchell, F",Minnesota Timberwolves,2100000
2000-2001,225,"Will Avery, G",Minnesota Timberwolves,1286000
2000-2001,229,"LaPhonso Ellis, F",Minnesota Timberwolves,1200000
2000-2001,238,"Tom Hammonds, F",Minnesota Timberwolves,1130000
2000-2001,239,"Rasho Nesterovic, C",Minnesota Timberwolves,1123000
2001-2002,1,"Kevin Garnett, PF",Minnesota Timberwolves,22400000
2001-2002,31,"Terrell Brandon, PG",Minnesota Timberwolves,9250000
2001-2002,90,"Joe Smith, PF",Minnesota Timberwolves,4538000
2001-2002,137,"Marc Jackson, PF",Minnesota Timberwolves,3250000
2001-2002,139,"Dean Garrett, C",Minnesota Timberwolves,3240000
2001-2002,152,"Anthony Peeler, SG",Minnesota Timberwolves,2978000
2001-2002,185,"Wally Szczerbiak, SG",Minnesota Timberwolves,2313000
2001-2002,214,"Rasho Nesterovic, C",Minnesota Timberwolves,1725000
2001-2002,239,"Will Avery, G",Minnesota Timberwolves,1375000
2001-2002,303,"Sam Mitchell, F",Minnesota Timberwolves,591000
2001-2002,318,"Felipe Lopez, G",Minnesota Timberwolves,565000
2001-2002,359,"Maurice Evans, SG",Minnesota Timberwolves,332000
2001-2002,361,"Loren Woods, C",Minnesota Timberwolves,332000
2002-2003,1,"Kevin Garnett, PF",Minnesota Timberwolves,25200000
2002-2003,86,"Joe Smith, PF",Minnesota Timberwolves,4991000
2002-2003,127,"Marc Jackson, PF",Minnesota Timberwolves,3575000
2002-2003,136,"Anthony Peeler, SG",Minnesota Timberwolves,3220000
2002-2003,145,"Wally Szczerbiak, SG",Minnesota Timberwolves,2933000
2002-2003,170,"Rasho Nesterovic, C",Minnesota Timberwolves,2436000
2003-2004,1,"Kevin Garnett, PF",Minnesota Timberwolves,2.8e+07
2003-2004,95,"Wally Szczerbiak, SG",Minnesota Timberwolves,3912000
2003-2004,131,"Quincy Lewis, SG",Minnesota Timberwolves,2350000
2003-2004,160,"Mark Madsen, PF",Minnesota Timberwolves,1474000
2003-2004,173,"Trenton Hassell, SF",Minnesota Timberwolves,587000
2004-2005,83,"Eddie Griffin, PF",Minnesota Timberwolves,2937000
2004-2005,101,"Mark Madsen, PF",Minnesota Timberwolves,2212000
2005-2006,3,"Kevin Garnett, PF",Minnesota Timberwolves,1.8e+07
2005-2006,35,"Wally Szczerbiak, SG",Minnesota Timberwolves,10500000
2005-2006,95,"Ricky Davis, SG",Minnesota Timberwolves,5909800
2005-2006,98,"Michael Olowokandi, C",Minnesota Timberwolves,5900400
2005-2006,101,"Mark Blount, C",Minnesota Timberwolves,5515875
2005-2006,110,"Marko Jaric, PG",Minnesota Timberwolves,5280528
2005-2006,111,"Troy Hudson, PG",Minnesota Timberwolves,5253000
2005-2006,137,"Trenton Hassell, SF",Minnesota Timberwolves,4350000
2005-2006,230,"Mark Madsen, PF",Minnesota Timberwolves,2e+06
2005-2006,247,"Marcus Banks, PG",Minnesota Timberwolves,1724280
2005-2006,265,"Rashad McCants, SG",Minnesota Timberwolves,1538400
2005-2006,313,"Anthony Carter, PG",Minnesota Timberwolves,965185
2005-2006,345,"Richie Frahm, SG",Minnesota Timberwolves,745248
2005-2006,354,"Ronald Dupree, SF",Minnesota Timberwolves,719373
2005-2006,386,"Dwayne Jones II, PF",Minnesota Timberwolves,398762
2006-2007,1,"Kevin Garnett, PF",Minnesota Timberwolves,2.1e+07
2006-2007,78,"Mark Blount, C",Minnesota Timberwolves,7288165
2006-2007,93,"Ricky Davis, SG",Minnesota Timberwolves,6364400
2006-2007,107,"Troy Hudson, PG",Minnesota Timberwolves,5603000
2006-2007,109,"Marko Jaric, PG",Minnesota Timberwolves,5525000
2006-2007,135,"Trenton Hassell, SF",Minnesota Timberwolves,4350000
2006-2007,203,"Eddie Griffin, PF",Minnesota Timberwolves,2700000
2006-2007,220,"Randy Foye, SG",Minnesota Timberwolves,2448240
2006-2007,227,"Mark Madsen, PF",Minnesota Timberwolves,2210000
2006-2007,271,"Rashad McCants, SG",Minnesota Timberwolves,1653720
2006-2007,281,"Justin Reed, SF",Minnesota Timberwolves,1529873
2006-2007,370,"Bracey Wright, SG",Minnesota Timberwolves,664209
2007-2008,71,"Antoine Walker, PF",Minnesota Timberwolves,8329640
2007-2008,101,"Marko Jaric, PG",Minnesota Timberwolves,6050000
2007-2008,166,"Greg Buckner, SG",Minnesota Timberwolves,3750746
2007-2008,188,"Michael Doleac, C",Minnesota Timberwolves,3120000
2007-2008,212,"Randy Foye, SG",Minnesota Timberwolves,2631840
2007-2008,214,"Sebastian Telfair, PG",Minnesota Timberwolves,2562426
2007-2008,216,"Corey Brewer, SG",Minnesota Timberwolves,2535720
2007-2008,221,"Al Jefferson, C",Minnesota Timberwolves,2480885
2007-2008,226,"Mark Madsen, PF",Minnesota Timberwolves,2420000
2007-2008,230,"Kirk Snyder, SG",Minnesota Timberwolves,2358433
2007-2008,269,"Rashad McCants, SG",Minnesota Timberwolves,1769160
2007-2008,286,"Justin Reed, SF",Minnesota Timberwolves,1529873
2007-2008,292,"Gerald Green, SF",Minnesota Timberwolves,1440960
2007-2008,358,"Ryan Gomes, SF",Minnesota Timberwolves,770610
2007-2008,370,"Will Conroy, PG",Minnesota Timberwolves,687456
2007-2008,386,"Chris Richard, PF",Minnesota Timberwolves,427163
2008-2009,50,"Al Jefferson, C",Minnesota Timberwolves,1.1e+07
2008-2009,74,"Antoine Walker, PF",Minnesota Timberwolves,9052460
2008-2009,75,"Mike Miller, SG",Minnesota Timberwolves,9028575
2008-2009,111,"Brian Cardinal, PF",Minnesota Timberwolves,6300000
2008-2009,186,"Ryan Gomes, SF",Minnesota Timberwolves,3650000
2008-2009,206,"Kevin Love, PF",Minnesota Timberwolves,3163680
2008-2009,218,"Randy Foye, SG",Minnesota Timberwolves,2815560
2008-2009,221,"Corey Brewer, SG",Minnesota Timberwolves,2725920
2008-2009,225,"Mark Madsen, PF",Minnesota Timberwolves,2630000
2008-2009,231,"Craig Smith, PF",Minnesota Timberwolves,2500000
2008-2009,240,"Sebastian Telfair, PG",Minnesota Timberwolves,2300000
2008-2009,284,"Rodney Carney, SG",Minnesota Timberwolves,1655760
2009-2010,42,"Al Jefferson, C",Minnesota Timberwolves,1.2e+07
2009-2010,175,"Ryan Gomes, SF",Minnesota Timberwolves,3892500
2009-2010,184,"Ramon Sessions, PG",Minnesota Timberwolves,3670667
2009-2010,186,"Damien Wilkins, SG",Minnesota Timberwolves,3630000
2009-2010,196,"Kevin Love, PF",Minnesota Timberwolves,3401040
2009-2010,211,"Jonny Flynn, PG",Minnesota Timberwolves,2969280
2009-2010,212,"Corey Brewer, SG",Minnesota Timberwolves,2916120
2009-2010,216,"Mark Madsen, PF",Minnesota Timberwolves,2840000
2009-2010,242,"Ryan Hollins, C",Minnesota Timberwolves,2183333
2009-2010,290,"Oleksiy Pecherov, C",Minnesota Timberwolves,1547640
2009-2010,292,"Sasha Pavlovic, SG",Minnesota Timberwolves,1500000
2009-2010,332,"Wayne Ellington, SG",Minnesota Timberwolves,1003560
2009-2010,407,"Brian Cardinal, PF",Minnesota Timberwolves,111685
2010-2011,140,"Michael Beasley, SF",Minnesota Timberwolves,4962240
2010-2011,145,"Martell Webster, SF",Minnesota Timberwolves,4800000
2010-2011,155,"Darko Milicic, C",Minnesota Timberwolves,4325000
2010-2011,158,"Nikola Pekovic, C",Minnesota Timberwolves,4275000
2010-2011,172,"Luke Ridnour, PG",Minnesota Timberwolves,4e+06
2010-2011,177,"Corey Brewer, SG",Minnesota Timberwolves,3875000
2010-2011,179,"Wesley Johnson, SF",Minnesota Timberwolves,3726600
2010-2011,182,"Kevin Love, PF",Minnesota Timberwolves,3638280
2010-2011,201,"Jonny Flynn, PG",Minnesota Timberwolves,3192000
2010-2011,216,"Mark Madsen, PF",Minnesota Timberwolves,2840000
2010-2011,219,"Sebastian Telfair, PG",Minnesota Timberwolves,2700000
2010-2011,242,"Anthony Tolliver, PF",Minnesota Timberwolves,2200000
2010-2011,305,"Kosta Koufos, C",Minnesota Timberwolves,1298640
2010-2011,324,"Wayne Ellington, SG",Minnesota Timberwolves,1078800
2010-2011,326,"Alando Tucker, SF",Minnesota Timberwolves,1071720
2010-2011,336,"Lazar Hayward, SF",Minnesota Timberwolves,1020960
2011-2012,23,"Brandon Roy, SG",Minnesota Timberwolves,15032144
2011-2012,110,"Michael Beasley, SF",Minnesota Timberwolves,6262347
2011-2012,129,"Martell Webster, SF",Minnesota Timberwolves,5256000
2011-2012,144,"Darko Milicic, C",Minnesota Timberwolves,4776500
2011-2012,146,"Brad Miller, C",Minnesota Timberwolves,4752000
2011-2012,149,"Kevin Love, PF",Minnesota Timberwolves,4609701
2011-2012,151,"Derrick Williams, PF",Minnesota Timberwolves,4602720
2011-2012,153,"Nikola Pekovic, C",Minnesota Timberwolves,4503600
2011-2012,158,"J.J. Barea, PG",Minnesota Timberwolves,4300000
2011-2012,170,"Wesley Johnson, SF",Minnesota Timberwolves,4006080
2011-2012,186,"Luke Ridnour, PG",Minnesota Timberwolves,3680000
2011-2012,191,"Ricky Rubio, PG",Minnesota Timberwolves,3480120
2011-2012,222,"Anthony Randolph, SF",Minnesota Timberwolves,2911231
2011-2012,226,"Mark Madsen, PF",Minnesota Timberwolves,2840000
2011-2012,271,"Anthony Tolliver, PF",Minnesota Timberwolves,2050000
2011-2012,336,"Wayne Ellington, SG",Minnesota Timberwolves,1154040
2011-2012,349,"Alando Tucker, SF",Minnesota Timberwolves,1071720
2011-2012,443,"Malcolm Lee, SG",Minnesota Timberwolves,5e+05
2011-2012,502,"Othyus Jeffers, SG",Minnesota Timberwolves,35868
2012-2013,56,"Andrei Kirilenko, SF",Minnesota Timberwolves,9779349
2012-2013,132,"Brandon Roy, SG",Minnesota Timberwolves,5100000
2012-2013,140,"Nikola Pekovic, C",Minnesota Timberwolves,4837200
2012-2013,143,"Derrick Williams, PF",Minnesota Timberwolves,4809840
2012-2013,153,"J.J. Barea, PG",Minnesota Timberwolves,4493500
2012-2013,170,"Luke Ridnour, PG",Minnesota Timberwolves,4e+06
2012-2013,179,"Ricky Rubio, PG",Minnesota Timberwolves,3741120
2012-2013,219,"Alexey Shved, PG",Minnesota Timberwolves,2934610
2012-2013,222,"Mark Madsen, PF",Minnesota Timberwolves,2840000
2012-2013,237,"Greg Stiemsma, C",Minnesota Timberwolves,2575000
2012-2013,270,"Dante Cunningham, PF",Minnesota Timberwolves,2090000
2012-2013,358,"Alando Tucker, SF",Minnesota Timberwolves,1071720
2012-2013,385,"Malcolm Lee, SG",Minnesota Timberwolves,884293
2012-2013,429,"Josh Howard, SF",Minnesota Timberwolves,773976
2012-2013,458,"Lazar Hayward, SF",Minnesota Timberwolves,542788
2012-2013,486,"Mickael Gelabale, SF",Minnesota Timberwolves,346781
2012-2013,487,"Chris Johnson, C",Minnesota Timberwolves,346781
2012-2013,502,"Lou Amundson, PF",Minnesota Timberwolves,185955
2012-2013,527,"Othyus Jeffers, SG",Minnesota Timberwolves,35868
2013-2014,23,"Kevin Love, PF",Minnesota Timberwolves,14693906
2013-2014,39,"Nikola Pekovic, C",Minnesota Timberwolves,12100000
2013-2014,122,"Corey Brewer, SG",Minnesota Timberwolves,5e+06
2013-2014,127,"J.J. Barea, PG",Minnesota Timberwolves,4687000
2013-2014,156,"Ricky Rubio, PG",Minnesota Timberwolves,3678358
2013-2014,183,"Alexey Shved, PG",Minnesota Timberwolves,3150000
2013-2014,222,"Dante Cunningham, PF",Minnesota Timberwolves,2180000
2013-2014,238,"Shabazz Muhammad, SF",Minnesota Timberwolves,1887120
2013-2014,256,"Ronny Turiaf, C",Minnesota Timberwolves,1500000
2013-2014,273,"Gorgui Dieng, C",Minnesota Timberwolves,1352640
2013-2014,353,"Robbie Hummel, SF",Minnesota Timberwolves,490180
2014-2015,39,"Nikola Pekovic, C",Minnesota Timberwolves,12100000
2014-2015,91,"Kevin Martin, SG",Minnesota Timberwolves,6792500
2014-2015,112,"Anthony Bennett, PF",Minnesota Timberwolves,5563920
2014-2015,113,"Andrew Wiggins, SG",Minnesota Timberwolves,5510640
2014-2015,130,"Chase Budinger, SF",Minnesota Timberwolves,5e+06
2014-2015,139,"Corey Brewer, SG",Minnesota Timberwolves,4702500
2014-2015,140,"Ricky Rubio, PG",Minnesota Timberwolves,4660479
2014-2015,251,"Zach LaVine, PG",Minnesota Timberwolves,2055840
2014-2015,259,"Shabazz Muhammad, SF",Minnesota Timberwolves,1971960
2014-2015,263,"Adreian Payne, PF",Minnesota Timberwolves,1855320
2014-2015,284,"Ronny Turiaf, C",Minnesota Timberwolves,1500000
2014-2015,285,"Miroslav Raduljica, C",Minnesota Timberwolves,1500000
2014-2015,295,"Gorgui Dieng, C",Minnesota Timberwolves,1413480
2014-2015,361,"Robbie Hummel, SF",Minnesota Timberwolves,880000
2014-2015,377,"Jeff Adrien, SF",Minnesota Timberwolves,742962
2014-2015,404,"Lorenzo Brown, PG",Minnesota Timberwolves,283367
2015-2016,45,"Ricky Rubio, PG",Minnesota Timberwolves,12700000
2015-2016,50,"Nikola Pekovic, C",Minnesota Timberwolves,12100000
2015-2016,78,"Kevin Garnett, PF",Minnesota Timberwolves,8500000
2015-2016,96,"Kevin Martin, SG",Minnesota Timberwolves,7085000
2015-2016,117,"Andrew Wiggins, SG",Minnesota Timberwolves,5758680
2015-2016,119,"Karl-Anthony Towns, C",Minnesota Timberwolves,5703600
2015-2016,171,"Nemanja Bjelica, PF",Minnesota Timberwolves,3950001
2015-2016,250,"Zach LaVine, PG",Minnesota Timberwolves,2148360
2015-2016,258,"Shabazz Muhammad, SF",Minnesota Timberwolves,2056920
2015-2016,267,"Adreian Payne, PF",Minnesota Timberwolves,1938840
2015-2016,291,"Gorgui Dieng, C",Minnesota Timberwolves,1474440
2015-2016,306,"Tyus Jones, PG",Minnesota Timberwolves,1282080
2015-2016,325,"Damjan Rudez, SF",Minnesota Timberwolves,1149500
1999-2000,15,"Stephon Marbury, PG",New Jersey Nets,9e+06
1999-2000,25,"Kerry Kittles, SG",New Jersey Nets,7166000
1999-2000,48,"Jim McIlvaine, C",New Jersey Nets,4800000
1999-2000,102,"Jamie Feick, F",New Jersey Nets,2e+06
1999-2000,108,"Lucious Harris, SG",New Jersey Nets,1920000
2000-2001,24,"Stephon Marbury, PG",New Jersey Nets,10130000
